x_accel,y_accel,z_accel,x_gryo,y_gryo,z_gryo
2.195482922363281,1.0438719238281249,8.67658681640625,-0.1444226648215155,0.037171516130260915,0.06475038293658353
1.8818425048828125,-0.22026655273437498,8.86812294921875,-0.13123277200110037,-0.07061255752343472,0.050361408950676076
2.0350714111328125,-0.48123453369140623,8.820238916015624,-0.1028545177511162,-0.06554977038024505,0.0057289433462409285
-1.5179238525390624,-0.1580173095703125,9.897629663085937,-4.365721292316808,-2.9935727452718006,-3.5071791778243306
16.172832214355466,-4.189852905273438,-2.0159177978515626,-2.9537366043293347,-4.365721292316808,-4.365721292316808
-8.743624462890624,3.361459130859375,-1.3479355346679687,-0.0029310872934255917,0.15987748873230498,0.46098009251147937
-8.221688500976562,3.9432501342773434,-3.1196447631835937,-0.046098009251147945,0.003464012255866608,-0.00159877488732305
-8.106766821289062,3.787627026367187,-2.9448680419921875,-0.04250076575467108,0.0039969372183076245,-0.002797856052815337
-8.166621862792969,4.00310517578125,-3.019088293457031,-0.041834609551619814,0.004130168458917879,-0.0031975497746461
-8.14028564453125,3.986345764160156,-2.980781066894531,-0.044099540641994124,0.008127105677225504,-0.0009326186842717792
-8.058882788085937,3.806780639648437,-3.0023288818359375,-0.044232771882604376,0.007993874436615249,-0.0018652373685435584
-6.955155822753905,4.407725256347656,-3.265691064453125,-0.05502450237203497,0.011990811654922875,-0.01572128639200999
-8.109161022949218,4.048595007324218,-2.8993782104492185,-0.04276722823589159,0.011457886692481857,-0.004263399699528133
-8.202534887695313,4.168305090332031,-3.057395520019531,-0.04449923436382489,0.005995405827461438,-0.0029310872934255917
-8.030152368164062,4.086902233886718,-2.8323405639648436,-0.04369984692016337,0.009326186842717792,-0.00479632466196915
-8.125920434570313,4.067748620605468,-2.9041666137695312,-0.04343338443894285,0.006928024511733216,-0.0026646248122050836
-8.145074047851562,4.048595007324218,-2.925714428710937,-0.04290045947650184,0.010392036767599824,-0.0030643185340358454
-8.157045056152343,3.902548706054687,-2.887407202148437,-0.048895865303963275,0.009992343045769061,-0.0033307810152563544
-7.742848168945312,4.015076184082031,-2.6503812377929687,-0.022382848422522698,0.0019984686091538122,-0.002264931090374321
-8.09479581298828,4.1946413085937495,-2.7653029174804686,-0.0464977029729787,0.012390505376753637,-0.0018652373685435584
-8.037334973144532,4.127603662109375,-2.8036101440429686,-0.03903675349880447,0.0075941807147844875,0.0058621745868511835
-8.05648858642578,4.144363073730468,-2.8945898071289062,-0.041834609551619814,0.006661562030512709,-0.004130168458917879
-8.080430603027343,4.13718046875,-2.8036101440429686,-0.03970290970185574,0.011058192970651094,-0.005329249624410167
7.3094976684570305,-6.461950280761719,1.13006318359375,-1.1059525283057199,-0.9211607975792974,-1.7442634020694476
4.489128112792969,-2.5737667846679684,-1.675941162109375,-4.365721292316808,-2.9087044450030692,4.365588061076198
6.5601125488281244,-1.0678139404296874,7.228094812011718,2.466909651139466,1.341372130464039,-1.0376049018726594
0.5746083984375,-6.457161877441406,5.468356591796875,-1.705226648570643,-0.640575804854102,0.3802419607016654
1.7693150268554687,-8.817844714355468,-0.4908113403320312,0.8349601849044628,0.35159724397046077,-0.40209188416174707
2.3822306518554686,-5.961562133789062,3.1483751831054687,0.8646707515605495,0.6256539059057535,0.3384073511500456
-5.585672473144531,-6.270414147949219,3.438073583984375,0.586084227444508,-0.06621592658329632,0.04929555902579404
-1.9752163696289062,-2.205059729003906,7.649474304199218,0.2767212867474979,-0.4894915780020738,0.8181730485875709
-1.024718310546875,1.0678139404296874,8.379705810546875,0.4038238902896804,-0.39276569731902927,-0.16827105689075103
1.197100830078125,-0.02633621826171875,7.963114721679687,-0.41514854574155197,-0.6605604909456401,-1.0172205220592905
1.0271125122070313,-0.35673604736328124,10.026916552734374,0.2526064321970419,0.4840290971370534,-0.3305467079540406
1.927332336425781,0.011971008300781249,8.825027319335938,0.2787197553566517,-0.06741500774878861,1.1794961731225801
-0.1580173095703125,-2.592920397949219,10.268730920410155,0.09232924974290613,-0.04583154676992743,-1.3348437996741365
-2.7365724975585937,-3.4069489624023435,8.257601525878906,-0.3703828488965065,-0.16187595734145882,-0.4195451766816904
-2.767697119140625,-3.725377783203125,6.931213806152344,-0.5369218996593242,-0.27072588092003647,0.279918836522144
-2.770091320800781,-3.4428619873046875,8.762778076171875,-0.20304441069002732,-0.4143491582978905,0.18572434941069432
6.9527616210937495,-4.69263525390625,7.982268334960937,-0.9075712110370514,-0.22596018407499108,-3.634947937569564
3.6535517333984373,3.756502404785156,6.1818286865234375,-0.18892189918534041,-0.3755788672803065,-1.7216140911657043
6.902483386230468,1.1468225952148436,6.509834313964843,-0.1433568148966335,-0.14428943358090526,0.30989586565945115
6.545747338867187,-1.209071838378906,5.863399865722656,0.5008162334539454,0.22609341531560131,1.2707595729406043
8.667010009765624,-1.4867992309570313,2.473210314941406,-0.07873966320066021,-1.935317001104552,1.0134900473222035
8.820238916015624,-3.418919970703125,2.5570073730468748,0.06728177650817835,-0.12084073523350053,0.20117917332148377
5.137956762695312,-4.659116430664063,6.584054565429687,-0.27072588092003647,0.1967825423813454,0.09685911192365478
4.278438366699218,-5.386953735351562,6.217741711425781,-0.18918836166656092,-0.01185758041431262,-0.19145329275693523
7.184999182128906,-3.6822821533203123,3.756502404785156,0.15867840756681273,-0.839223584603991,-0.6666891280137118
7.254431030273437,-6.0525417968749995,1.714248388671875,-0.8298973977612731,0.42554058250915183,0.44219448758543356
3.900154504394531,0.9744400756835937,8.56166513671875,-0.593944870640513,0.3426707508495737,0.05169372135677862
4.2497079467773435,-2.6384102294921874,7.922413293457031,-0.11870903538373646,-0.0909969373368036,0.10005666169830088
